candidate_id,cluster,pca_1,pca_2,current_title,current_company,current_industry,years_of_experience
CAND_0079023,9,-1.0484220061551313,-0.9087891301775683,Accountant,Stark Industries,Manufacturing,14.8
CAND_0084937,7,-0.8111329347013191,-1.480338842517762,Marketing Manager,Wipro,IT Services,12.5
CAND_0016822,1,-1.0863674886379302,-1.7348673746205303,HR Manager,Infosys,IT Services,5.4
CAND_0036734,7,-0.8259703294112101,-1.6005469483988333,Marketing Manager,Wipro,IT Services,9.0
CAND_0015603,9,-0.7674184328889526,1.9831694692776753,Frontend Engineer,Hooli,Software,7.9
CAND_0028534,5,1.5181087665919888,0.6598057904833767,QA Engineer,Wipro,IT Services,9.0
CAND_0069770,9,-0.8440266554142527,2.082255445070439,Frontend Engineer,Dunder Mifflin,Paper Products,3.0
CAND_0011406,5,-0.9123856235711825,-1.979454726785941,Customer Support,Infosys,IT Services,13.0
CAND_0096853,2,-1.1076396409918452,-0.3956627315097355,Mechanical Engineer,Wayne Enterprises,Conglomerate,2.5
CAND_0016131,9,-0.9266663262384442,1.2380067349095198,DevOps Engineer,Hooli,Software,4.3
CAND_0019793,5,-0.8848295276615952,1.1945362169790685,QA Engineer,Wipro,IT Services,8.3
CAND_0089578,1,-0.9388868349564303,-1.5006292703065296,Project Manager,Wayne Enterprises,Conglomerate,8.8
CAND_0040164,9,-0.808999008309528,-0.2408619005110793,Accountant,Initech,Software,4.9
CAND_0031777,9,1.6410659414453188,2.499627271936026,Frontend Engineer,Globex Inc,Manufacturing,3.0
CAND_0025331,8,-1.0476848438193245,-1.4652042209314455,Business Analyst,Infosys,IT Services,9.9
CAND_0079157,10,-1.2034196709093146,-0.6999377412905956,Content Writer,Dunder Mifflin,Paper Products,10.8
CAND_0051686,5,-0.6007299081274395,3.040473708489318,Software Engineer,Flipkart,E-commerce,1.8
CAND_0075499,9,0.2620622806830216,1.3814677779216276,Full Stack Developer,Pied Piper,Software,9.5
CAND_0004728,5,0.08028667682428091,7.4688320016303,Senior Software Engineer,Acme Corp,Manufacturing,6.6
CAND_0085199,5,5.950729594662221,12.143668404697637,AI Research Engineer,Observe.AI,AI/ML,4.1
CAND_0035796,1,-1.0738736968270353,-1.8851167049026434,Operations Manager,Wipro,IT Services,8.1
CAND_0012257,9,-0.8737316871078589,1.1435197220006375,Frontend Engineer,Wayne Enterprises,Conglomerate,5.8
CAND_0035719,1,-0.8828669114061977,-1.4711879551773788,Project Manager,Stark Industries,Manufacturing,5.0
CAND_0070552,8,-0.795197210776885,-0.6198630984022625,Business Analyst,Wipro,IT Services,10.6
CAND_0054375,9,0.2045422969894895,0.3719877225269213,DevOps Engineer,Infosys,IT Services,6.6
CAND_0039692,9,0.41456515639641306,1.567324303648413,DevOps Engineer,Dunder Mifflin,Paper Products,7.8
CAND_0093703,10,-1.0479214705876523,-1.2577043450549283,Content Writer,TCS,IT Services,8.0
CAND_0073692,4,-0.7932698556944231,-1.2742635973822496,Graphic Designer,Wayne Enterprises,Conglomerate,11.8
CAND_0098071,0,11.170664670859377,-2.5857444032809695,Business Analyst,Wipro,IT Services,4.5
CAND_0000576,0,13.24506046003742,-3.5390506722626642,Content Writer,Infosys,IT Services,6.2
CAND_0084611,9,-0.8755755358208452,1.5818268235695936,Frontend Engineer,Wayne Enterprises,Conglomerate,3.8
CAND_0061770,1,-1.0399319487012364,-1.782950453277337,HR Manager,Globex Inc,Manufacturing,13.6
CAND_0032261,9,-0.9681887129471605,1.441767435722698,.NET Developer,HCL,IT Services,3.7
CAND_0082200,2,-0.8327857948123049,0.30086034056980454,Mechanical Engineer,Pied Piper,Software,8.6
CAND_0036291,6,3.51137445506798,15.219592845659268,Computer Vision Engineer,Verloop.io,Conversational AI,5.2
CAND_0078450,2,-0.8400093064059464,0.23588053002140505,Mechanical Engineer,Dunder Mifflin,Paper Products,10.3
CAND_0060056,4,-0.7491367113204477,-1.3370206245920047,Graphic Designer,Globex Inc,Manufacturing,8.1
CAND_0045949,9,-1.0941299264758508,0.24075394772435624,Full Stack Developer,Globex Inc,Manufacturing,2.6
CAND_0028178,10,-1.2017129647661222,-1.3599222743745518,Content Writer,Hooli,Software,12.7
CAND_0084464,8,-0.8796517491159177,-1.563411698877661,Business Analyst,Infosys,IT Services,13.9
CAND_0000579,3,-0.8580955665002893,-1.3976617136132221,Sales Executive,TCS,IT Services,8.3
CAND_0030960,5,-0.7975438293533273,-0.8712375694049497,Customer Support,Acme Corp,Manufacturing,9.8
CAND_0064291,1,-1.1713544858773475,-2.0807014540784547,Project Manager,TCS,IT Services,1.5
CAND_0014532,5,-0.8263381329459918,0.5036048644438524,Civil Engineer,Acme Corp,Manufacturing,1.5
CAND_0017934,9,-1.0073445255693863,0.7322730201616588,Mobile Developer,Infosys,IT Services,4.7
CAND_0033609,3,-1.0647524801708261,-1.497946619335918,Sales Executive,Acme Corp,Manufacturing,8.3
CAND_0049960,2,-1.0650693514320646,-0.20960210347078642,Mechanical Engineer,Acme Corp,Manufacturing,5.4
CAND_0066599,0,12.41275577500656,-0.918416069683397,Mechanical Engineer,Stark Industries,Manufacturing,4.3
CAND_0099090,1,-0.8991033779238681,-1.7918886985450644,Operations Manager,Wayne Enterprises,Conglomerate,5.6
CAND_0034452,4,-0.8012581550360903,-1.616044999556307,Graphic Designer,Hooli,Software,4.7
CAND_0034081,5,0.4765839106150521,2.3470048045493175,Software Engineer,Capgemini,IT Services,3.6
CAND_0063588,9,-0.8808811848808407,-0.5301691757920611,Accountant,Acme Corp,Manufacturing,12.9
CAND_0004294,1,-0.9921139315877451,-1.0225465610899491,HR Manager,Wipro,IT Services,5.2
CAND_0069103,1,-0.7090780330417313,-0.7769815105902075,HR Manager,TCS,IT Services,14.0
CAND_0086412,9,-0.9701375579612466,1.2275378124718987,Java Developer,Accenture,Consulting,5.1
CAND_0099477,1,-0.8967847319839963,-2.0539607304128578,Operations Manager,Hooli,Software,13.8
CAND_0053930,9,-0.7943646535374609,1.8424136085824396,Frontend Engineer,Cognizant,IT Services,9.6
CAND_0087071,1,-0.7185738026005727,-0.7218722727941314,HR Manager,Globex Inc,Manufacturing,12.2
CAND_0065084,0,7.327615192319579,-2.1615864343844633,Content Writer,Acme Corp,Manufacturing,3.7
CAND_0030713,3,-0.8511673707732176,-0.8556933881848543,Sales Executive,Dunder Mifflin,Paper Products,4.4
CAND_0049183,2,-1.0027053522726574,-0.1327992983988097,Mechanical Engineer,Hooli,Software,6.9
CAND_0057235,5,-0.8888044063253825,-1.4982914528623157,Customer Support,Dunder Mifflin,Paper Products,9.3
CAND_0015664,8,-1.0331325935587556,-1.3410328572482595,Business Analyst,Globex Inc,Manufacturing,9.9
CAND_0019967,1,-0.8393435826307006,-1.7375254519840941,HR Manager,Hooli,Software,12.1
CAND_0091913,0,7.63366598747052,-0.8890086690560881,Accountant,Wayne Enterprises,Conglomerate,12.6
CAND_0091958,1,-0.7583472088429867,-1.072517361543777,HR Manager,Stark Industries,Manufacturing,8.7
CAND_0081347,5,-0.9365760931264248,0.34073020088154543,QA Engineer,Mindtree,IT Services,7.2
CAND_0055326,10,-1.2778628288936256,-1.2216428053638948,Content Writer,Stark Industries,Manufacturing,2.8
CAND_0029858,3,-0.8896043056336174,-1.1395233788635495,Sales Executive,Acme Corp,Manufacturing,2.8
CAND_0071223,9,0.19804455389804232,1.1494027117428893,Mobile Developer,Cognizant,IT Services,8.6
CAND_0052459,0,12.43236792251504,-2.9885038336049514,Graphic Designer,Acme Corp,Manufacturing,7.1
CAND_0088346,5,-0.8078231863763937,-1.4951995753644671,Customer Support,Stark Industries,Manufacturing,14.0
CAND_0082364,4,-0.8907470166927057,-0.39725969404435085,Graphic Designer,Initech,Software,3.9
CAND_0065350,9,-0.9482570664868092,1.2083314882216643,Frontend Engineer,Globex Inc,Manufacturing,6.5
CAND_0059650,8,-1.0957934587867393,-1.6215037179726595,Business Analyst,Dunder Mifflin,Paper Products,4.4
CAND_0044953,1,-0.8787753752476586,-1.1236820532666454,Project Manager,Wipro,IT Services,11.7
CAND_0039526,10,-1.2246366362069414,-1.2285995117323425,Content Writer,Initech,Software,5.9
CAND_0013936,5,-0.7014366732504772,0.13108791714982365,Civil Engineer,Initech,Software,10.2
CAND_0093781,5,-0.8934774339562794,1.3315593534353303,QA Engineer,Acme Corp,Manufacturing,6.6
CAND_0089885,5,-1.0077443026684518,-1.0072137651773272,Customer Support,Initech,Software,2.7
CAND_0081144,1,-1.1015414754263593,-2.2551100340716257,HR Manager,TCS,IT Services,8.4
CAND_0095800,8,-1.0769814545138372,-1.6486101174877086,Business Analyst,Acme Corp,Manufacturing,3.9
CAND_0089405,0,13.664803438899513,-1.3956533333266956,Civil Engineer,Globex Inc,Manufacturing,9.9
CAND_0055224,3,-0.9038489323222659,-1.697096823982882,Sales Executive,Wayne Enterprises,Conglomerate,14.3
CAND_0073646,1,-0.8727759643080716,-1.3138328738970846,Operations Manager,Infosys,IT Services,7.0
CAND_0066294,9,0.17637003230522386,1.1820826584995445,Full Stack Developer,Tech Mahindra,IT Services,5.6
CAND_0065540,3,-1.1025156306177648,-1.8596014936231655,Sales Executive,Acme Corp,Manufacturing,4.4
CAND_0028111,1,-0.7863241375125541,-1.2190914554211445,HR Manager,Acme Corp,Manufacturing,13.9
CAND_0041929,1,-0.9638432608607098,-1.0685849558034817,HR Manager,Wipro,IT Services,7.6
CAND_0086547,9,-0.9953047664027279,1.1440629239798703,Mobile Developer,Capgemini,IT Services,6.3
CAND_0082586,9,-1.112707050642934,0.1500495221720036,.NET Developer,Infosys,IT Services,9.4
CAND_0038604,4,-0.7420060923967013,-1.389219523820038,Graphic Designer,Pied Piper,Software,12.0
CAND_0091658,3,-0.8265961215310023,-1.2555637912865665,Sales Executive,Pied Piper,Software,10.9
CAND_0062787,0,8.702704038250346,-1.7747260012437402,Accountant,Wayne Enterprises,Conglomerate,1.5
CAND_0084341,1,-0.8473417577602996,-1.1835261768513492,Operations Manager,Initech,Software,3.6
CAND_0039875,5,-0.7435020157292689,-0.5651211994020928,Customer Support,Initech,Software,8.0
CAND_0078469,4,-0.9806778730970014,-1.9242794356443975,Graphic Designer,TCS,IT Services,8.1
CAND_0031632,1,-0.8099783512771175,-1.3753292019545584,Operations Manager,Hooli,Software,11.7
CAND_0014953,1,-0.966891544730584,-1.2832160989125343,HR Manager,Stark Industries,Manufacturing,9.8
CAND_0039332,9,0.8493933528566731,3.6921461101242263,Analytics Engineer,Meesho,E-commerce,7.1
CAND_0048588,5,-0.9654137948430449,-1.2329100721876536,Customer Support,Dunder Mifflin,Paper Products,14.1
CAND_0083595,5,2.0058225885704415,3.760927484319998,Backend Engineer,HCL,IT Services,5.8
CAND_0041488,5,0.5541842875063484,2.6747375194406278,Software Engineer,Tech Mahindra,IT Services,3.9
CAND_0039628,10,-1.0742741504934916,-1.5972215539987593,Content Writer,Stark Industries,Manufacturing,8.4
CAND_0087895,9,-0.9930458845513599,0.8754827877293101,Full Stack Developer,Tech Mahindra,IT Services,7.4
CAND_0026304,9,-0.721559433952266,2.028936491536298,DevOps Engineer,Accenture,Consulting,6.8
CAND_0067404,1,-1.061838903258526,-2.078429776802053,Operations Manager,Wipro,IT Services,4.6
CAND_0098085,1,-0.8694987498264976,-1.842459604758196,HR Manager,Wayne Enterprises,Conglomerate,9.6
CAND_0095602,7,-0.929112961591806,-0.8069018532964933,Marketing Manager,Globex Inc,Manufacturing,6.7
CAND_0005020,9,-0.8449187296104403,-0.48123012112683433,Accountant,Pied Piper,Software,12.4
CAND_0005224,5,-0.6520520143267002,2.95060376902465,Software Engineer,Pied Piper,Software,4.9
CAND_0015781,9,-0.9041872272856211,1.749968791421598,.NET Developer,Initech,Software,8.5
CAND_0045557,4,-0.6686379339121495,-0.6363545783626858,Graphic Designer,Wipro,IT Services,6.3
CAND_0012897,9,-0.8277929471913028,1.8369746589138816,Frontend Engineer,Wipro,IT Services,1.7
CAND_0034305,0,8.892975186485318,-1.051544672160343,Civil Engineer,Acme Corp,Manufacturing,3.4
CAND_0093323,2,-0.9841526305484446,0.08613465923977827,Mechanical Engineer,Acme Corp,Manufacturing,12.8
CAND_0005325,9,-1.128956983891463,0.07397721788279706,Full Stack Developer,Flipkart,E-commerce,4.1
CAND_0052926,3,-0.8596980057531527,-0.9689535633629142,Sales Executive,Pied Piper,Software,6.9
CAND_0062865,8,-0.8028449306896359,-0.799030215911379,Business Analyst,TCS,IT Services,3.6
CAND_0008019,9,-1.036856543972031,-0.6643975205537035,Accountant,Hooli,Software,7.4
CAND_0082945,3,-0.8809267114559347,-1.2422923044594747,Sales Executive,Stark Industries,Manufacturing,3.4
CAND_0090377,9,-0.7609493580115956,2.509523304268402,Cloud Engineer,Pied Piper,Software,3.7
CAND_0041721,10,-1.325914845751483,-1.7296858880176662,Content Writer,Pied Piper,Software,1.4
CAND_0000867,10,-1.2101151597240662,-1.47641944362245,Content Writer,Infosys,IT Services,12.7
CAND_0098444,9,-0.9461433253137866,0.9727496045413352,Frontend Engineer,Mphasis,IT Services,7.8
CAND_0083040,10,-1.2567705130276134,-1.919637023052048,Content Writer,Pied Piper,Software,11.8
CAND_0013925,9,-0.8630511043402562,-0.7500902930712785,Accountant,Wipro,IT Services,14.1
CAND_0079893,9,-0.9556733564885671,-0.9965877038790765,Accountant,Pied Piper,Software,3.4
CAND_0031184,9,-0.8553160900326854,1.7928366870358028,DevOps Engineer,HCL,IT Services,3.3
CAND_0013800,1,-1.042155829505699,-1.8483584347030984,HR Manager,Wipro,IT Services,9.7
CAND_0040989,5,-0.8470648536432636,1.7467573345015388,QA Engineer,Capgemini,IT Services,2.0
CAND_0066734,9,-1.0484983759706827,-0.7960934802793458,Accountant,Pied Piper,Software,9.0
CAND_0078331,10,-1.1219487873626561,-1.4428886976907966,Content Writer,Initech,Software,15.0
CAND_0024379,10,-0.9814261422588457,-0.47652316187898786,Content Writer,Hooli,Software,5.9
CAND_0023415,2,-1.0214038626036834,-0.06693086826428878,Mechanical Engineer,Dunder Mifflin,Paper Products,5.2
CAND_0097560,9,0.18013507766476133,0.9379859895391087,Java Developer,Initech,Software,1.4
CAND_0022993,9,-0.7544202003660914,2.30818759001663,Cloud Engineer,Stark Industries,Manufacturing,7.1
CAND_0003232,9,0.14819264312978198,1.5955445377228814,.NET Developer,CRED,Fintech,6.0
CAND_0041996,9,0.18932227848454097,1.1106498087002856,Java Developer,Infosys,IT Services,4.2
CAND_0049188,3,-0.8954950166283507,-1.4531220353154974,Sales Executive,Wayne Enterprises,Conglomerate,11.8
CAND_0022515,7,-0.8704499136928258,-1.856325921534885,Marketing Manager,Acme Corp,Manufacturing,11.9
CAND_0021326,5,1.699840084626313,2.5376842318400517,QA Engineer,Wayne Enterprises,Conglomerate,4.0
CAND_0086234,10,-1.0950309791377224,-1.8066327465987324,Content Writer,Dunder Mifflin,Paper Products,12.1
CAND_0088127,1,-0.9239861476915249,-1.0837685733837674,Project Manager,Globex Inc,Manufacturing,6.3
CAND_0029824,5,4.957905453578855,7.119017453556002,Senior Data Engineer,Infosys,IT Services,4.1
CAND_0092485,7,-0.7678016777786784,-1.0329514703022362,Marketing Manager,Globex Inc,Manufacturing,9.5
CAND_0068425,5,-0.8031882942080787,-0.2741688665623383,Civil Engineer,Initech,Software,11.2
CAND_0064484,9,-0.9890852546376112,1.3036854931915305,Full Stack Developer,Flipkart,E-commerce,8.2
CAND_0051020,9,-1.0334461473205363,0.9535839254102227,Full Stack Developer,Infosys,IT Services,6.7
CAND_0026754,5,-0.8620776202947893,0.4421193853912776,Civil Engineer,Wayne Enterprises,Conglomerate,2.6
CAND_0049964,1,-0.9022549378163736,-1.8314982033695006,Operations Manager,Globex Inc,Manufacturing,10.0
CAND_0042732,1,-1.0903198024922556,-1.6561800030671423,Project Manager,Dunder Mifflin,Paper Products,1.1
CAND_0029057,9,-0.8932000767926453,1.4151899358389337,DevOps Engineer,Pied Piper,Software,1.4
CAND_0055318,1,-0.731615858722612,-0.6864181172333724,Operations Manager,Stark Industries,Manufacturing,7.5
CAND_0035497,5,-0.8275194277062002,-1.5311657429916108,Customer Support,Wipro,IT Services,13.1
CAND_0056338,10,-1.2139157158731486,-1.2263912649596747,Content Writer,Globex Inc,Manufacturing,3.0
CAND_0079278,10,-1.0973590057114546,-1.4181291369496258,Content Writer,Acme Corp,Manufacturing,5.1
CAND_0005465,5,-0.7614178656674467,1.592622664608081,Software Engineer,Stark Industries,Manufacturing,5.7
CAND_0070156,10,-1.057647173919306,-1.180176915154766,Content Writer,Pied Piper,Software,12.3
CAND_0070670,1,-0.7877778322415528,-1.3626578570599226,HR Manager,Initech,Software,14.6
CAND_0056014,1,-1.0781089644804114,-1.5947755392825556,HR Manager,Globex Inc,Manufacturing,5.4
CAND_0012086,0,8.717047100230314,-2.90098483165832,Sales Executive,TCS,IT Services,8.5
CAND_0056819,4,-0.8269071698356832,-0.9506069516751947,Graphic Designer,TCS,IT Services,14.9
CAND_0020001,2,-1.0475721640893652,0.3932397863717187,Mechanical Engineer,Wayne Enterprises,Conglomerate,4.2
CAND_0069067,1,-1.1708753489182133,-2.4126334569734764,Project Manager,Globex Inc,Manufacturing,10.1
CAND_0050453,9,-0.9073224670997775,1.8243505344524613,Full Stack Developer,Globex Inc,Manufacturing,5.0
CAND_0090710,9,-1.0046499359630696,-0.33224280172232307,Accountant,Hooli,Software,2.0
CAND_0052885,3,-0.7944863960806893,-0.7489091227616633,Sales Executive,Wayne Enterprises,Conglomerate,8.4
CAND_0030964,9,-0.8246734162071823,2.0132600114203787,Frontend Engineer,Swiggy,Food Delivery,4.9
CAND_0034574,7,-1.066732958636563,-1.6011913455379254,Marketing Manager,Globex Inc,Manufacturing,4.6
CAND_0015295,5,0.9452306184794503,4.3256926513761975,Data Engineer,Nykaa,E-commerce,6.4
CAND_0027919,10,-1.1365030412393384,-0.22798888262312256,Content Writer,TCS,IT Services,5.4
CAND_0046121,9,-1.005090981827827,-0.3647760570132066,Accountant,Infosys,IT Services,5.0
CAND_0035074,9,-0.5757631951246793,4.041367937106976,Frontend Engineer,Dunder Mifflin,Paper Products,2.4
CAND_0010551,9,0.2309209935680463,1.3881405232642927,Java Developer,Infosys,IT Services,1.8
CAND_0091128,1,-1.0911294540875094,-1.5388604667701518,Project Manager,Stark Industries,Manufacturing,13.4
CAND_0000691,5,1.7932159862204622,2.3999831590926766,Software Engineer,Wayne Enterprises,Conglomerate,3.1
CAND_0077730,9,-0.8155222580348591,2.2448256374278346,Cloud Engineer,Zomato,Food Delivery,8.3
CAND_0036097,5,-0.8009219661772052,-1.019706603297742,Customer Support,Hooli,Software,6.4
CAND_0065352,9,1.4089049814071082,1.5443316690063194,Mobile Developer,Initech,Software,7.9
CAND_0011041,1,-0.869219763905926,-1.617567896491378,HR Manager,TCS,IT Services,5.4
CAND_0004222,1,-1.030176156059884,-1.2871875018737242,HR Manager,Dunder Mifflin,Paper Products,1.2
CAND_0000822,7,-0.8027326183965843,-1.201395287239095,Marketing Manager,Initech,Software,12.4
CAND_0038129,5,-0.9272821837193532,-0.007987695762543752,Civil Engineer,Hooli,Software,1.2
CAND_0089152,5,-0.7168658226879181,0.305005984752374,Civil Engineer,Infosys,IT Services,7.5
CAND_0029232,5,1.758763169320832,11.488717231053851,Senior Data Engineer,PolicyBazaar,Insurance Tech,2.1
CAND_0050557,3,-1.062289585150969,-1.6147073381502293,Sales Executive,Wayne Enterprises,Conglomerate,7.0
CAND_0033685,9,0.19623019124692587,1.4284516651351287,Mobile Developer,Initech,Software,4.1
CAND_0058754,4,-0.7343850914555793,-1.1536216510378892,Graphic Designer,Initech,Software,8.2
CAND_0027023,9,-0.9377320162685248,1.4398442613998423,Full Stack Developer,Swiggy,Food Delivery,6.8
CAND_0036906,7,-0.8466003102397053,-1.525416225343854,Marketing Manager,Acme Corp,Manufacturing,12.6
CAND_0000271,3,-1.1268584787845897,-1.9843930336787703,Sales Executive,Acme Corp,Manufacturing,7.7
CAND_0008867,10,-1.0408039479482287,-0.8187789929257622,Content Writer,Pied Piper,Software,10.7
CAND_0015007,10,-1.0492111230237264,-1.2468388264289578,Content Writer,TCS,IT Services,13.5
CAND_0004689,9,-0.9202456629897149,1.6333560629203665,Mobile Developer,Flipkart,E-commerce,7.3
CAND_0081996,9,-1.028371765289378,0.8926753819424305,Full Stack Developer,Initech,Software,6.5
CAND_0084373,8,-1.0228406463547763,-1.8123262802956286,Business Analyst,Pied Piper,Software,11.6
CAND_0002515,2,-0.7731119866021416,0.30697811033241895,Mechanical Engineer,Wipro,IT Services,13.8
CAND_0036400,10,-1.0933987300890513,-1.0395910375047812,Content Writer,TCS,IT Services,5.1
CAND_0038869,2,-0.8459544977403101,0.4133438127820801,Mechanical Engineer,Acme Corp,Manufacturing,6.3
CAND_0058245,1,-0.7876976858042457,-1.3351137414252732,Operations Manager,Pied Piper,Software,14.7
CAND_0030410,9,0.3148343996172453,1.1644363212886206,DevOps Engineer,Initech,Software,9.7
CAND_0054795,5,3.6083309524825853,12.050610526714674,Senior Software Engineer (ML),TCS,IT Services,4.9
CAND_0019264,4,-0.6672861056622121,-0.2782360041159336,Graphic Designer,Stark Industries,Manufacturing,2.3
CAND_0083910,5,0.4665898560377054,1.7361440984199261,Software Engineer,CRED,Fintech,5.1
CAND_0026974,10,-1.1220714579434083,-1.6252363644804366,Content Writer,Hooli,Software,11.4
CAND_0007130,9,-0.8809053507688982,2.1844950382914963,Full Stack Developer,Acme Corp,Manufacturing,1.9
CAND_0007145,1,-1.0949462127606076,-1.8862461838623341,Operations Manager,Stark Industries,Manufacturing,10.9
CAND_0045466,3,-0.9944821522666193,-1.0036699998274337,Sales Executive,Hooli,Software,2.6
CAND_0001967,5,0.4241670741825359,1.993097508676292,QA Engineer,Stark Industries,Manufacturing,7.5
CAND_0015153,5,-0.8006360415699827,-1.152490263778666,Customer Support,Globex Inc,Manufacturing,9.8
CAND_0019114,1,-0.8329425992624315,-0.789441390982174,Operations Manager,Hooli,Software,3.3
CAND_0076207,5,-0.8080823396856034,-0.8911189992643972,Customer Support,Wipro,IT Services,9.7
CAND_0032142,9,-0.9246014046676025,-1.2284716657966797,Accountant,Stark Industries,Manufacturing,14.4
CAND_0021935,1,-0.8799425475862717,-1.232251852745331,Project Manager,Pied Piper,Software,10.1
CAND_0040360,5,-0.720797321744038,2.467550322011483,QA Engineer,Flipkart,E-commerce,2.7
CAND_0053842,1,-0.9278065200228057,-0.9355448761453311,HR Manager,Initech,Software,3.1
CAND_0009163,5,-0.7699208541785896,-1.049408937351433,Customer Support,Wayne Enterprises,Conglomerate,14.4
CAND_0087844,5,0.8393404614280866,4.886933604124658,Software Engineer,Nykaa,E-commerce,2.1
CAND_0037630,0,12.500643966732419,-2.536822199955564,Graphic Designer,Wipro,IT Services,4.4
CAND_0083305,4,-0.9563859902290311,-1.5867812771274585,Graphic Designer,Pied Piper,Software,10.4
CAND_0066270,10,-1.2907021575634643,-1.994138936398294,Content Writer,TCS,IT Services,4.3
CAND_0034654,4,-0.9406709983241001,-1.6619637124512683,Graphic Designer,Dunder Mifflin,Paper Products,9.0
CAND_0041963,9,0.4145883233152339,2.0471777721668594,Cloud Engineer,Mindtree,IT Services,6.9
CAND_0039591,5,-0.8995766393465395,0.024504011832240227,Civil Engineer,Acme Corp,Manufacturing,2.4
CAND_0081036,1,-0.7968625367549601,-1.0694666127017365,Operations Manager,Pied Piper,Software,13.0
CAND_0010981,5,2.0323867539671916,3.7580300156723903,Data Engineer,BYJU'S,EdTech,7.5
CAND_0056300,1,-0.8775385580235591,-1.6412096211066298,Operations Manager,Initech,Software,8.5
CAND_0061549,0,11.269853327787787,-2.540272371561822,Customer Support,Globex Inc,Manufacturing,10.3
CAND_0088401,1,-1.1143768616501202,-2.0711687776067764,Operations Manager,Pied Piper,Software,3.5
CAND_0044324,1,-0.8776672402091787,-1.4305273736416115,Project Manager,Dunder Mifflin,Paper Products,14.0
CAND_0055208,4,-0.9335377624389279,-1.6328583252848214,Graphic Designer,Globex Inc,Manufacturing,7.2
CAND_0053528,1,-0.7484882476345127,-0.6847377016210299,HR Manager,Wipro,IT Services,8.3
CAND_0026971,10,-1.2769813891148907,-1.6741813554776563,Content Writer,Wayne Enterprises,Conglomerate,9.5
CAND_0073218,9,-0.9599177998549746,1.6531777660048594,Full Stack Developer,Mphasis,IT Services,7.6
CAND_0065891,3,-0.852063239140088,-1.0391893879982403,Sales Executive,Acme Corp,Manufacturing,5.2
CAND_0042222,1,-0.8659355221089556,-1.5512290638043678,HR Manager,TCS,IT Services,6.5
